Geneid,ABA_total_RNA_seq_Rep1,ABA_total_RNA_seq_Rep2,CK_total_RNA_seq_Rep1,CK_total_RNA_seq_Rep2,CS_Leaf_total_RNA_seq_Rep1,CS_Leaf_total_RNA_seq_Rep2,CS_Spikelet_Feekes10_total_RNA_seq_Rep1,CS_Spikelet_Feekes10_total_RNA_seq_Rep2,MeJA_total_RNA_seq_Rep1,MeJA_total_RNA_seq_Rep2,SA_total_RNA_seq_Rep1,SA_total_RNA_seq_Rep2
TraesCS6A03G0031100,0,0,0,0,0,0,3,7,0,0,0,0
TraesCS6A03G0032000,0,0,1,1,0,0,10,1,3,3,2,1
TraesCS6A03G0044800,0,0,0,7,0,0,1,1,0,4,0,5
TraesCS6A03G0054800,38,17,74,13,24,57,63,115,16,27,53,46
TraesCS6A03G0061900,1,2,10,0,2,9,29,70,7,9,9,1
TraesCS6A03G0069300,0,0,0,0,0,0,3,2,0,0,0,3
TraesCS6A03G0101800,30,35,50,10,10,16,10,21,39,46,66,65
TraesCS6A03G0105500,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A03G0115900,21,19,133,7,5,10,19,32,70,20,108,49
TraesCS6A03G0116200,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS6A03G0116900,14,23,204,42,10,27,17,26,99,40,98,53
TraesCS6A03G0117000,287,292,257,70,233,273,1162,2246,200,316,356,748
TraesCS6A03G0121500,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A03G0126500,0,0,2,6,8,14,45,74,1,16,1,22
TraesCS6A03G0127500,0,12,2,0,0,0,11,61,7,3,2,16
TraesCS6A03G0153400,0,0,0,0,0,2,2,5,0,0,1,0
TraesCS6A03G0182000,8,13,20,10,20,0,36,69,13,37,29,50
TraesCS6A03G0283600,154,207,1259,288,204,429,61,51,679,257,750,792
TraesCS6A03G0283700,108,159,365,98,101,205,114,143,127,176,280,279
TraesCS6A03G0283900,13,9,34,12,1,8,220,385,16,8,34,187
TraesCS6A03G0393200,16,15,6,1,10,14,5,6,4,6,6,7
TraesCS6A03G0435900,88,114,143,41,31,119,72,130,113,127,151,184
TraesCS6A03G0633800,0,0,1,0,1,5,2,1,1,0,3,5
TraesCS6A03G0763900,9,6,21,0,81,182,0,0,4,10,12,27
TraesCS6A03G0764200,2,0,4,0,37,89,0,0,3,6,5,6
TraesCS6A03G0833900,0,1,0,0,0,0,1,1,0,0,0,0
TraesCS6A03G0915600,30,40,33,9,18,35,82,123,48,58,39,185
TraesCS6A03G0916000,0,0,0,0,0,0,20,4,0,0,0,6
TraesCS6A03G0979000,0,0,0,0,0,0,4,3,0,0,0,0
TraesCS6A03G1002000,5,1,31,2,6,14,2,1,12,4,26,15
TraesCS6A03G1004700,0,0,0,0,0,0,2,11,1,2,1,17
TraesCS6A03G1004800,4,3,2,0,0,0,8,14,1,16,5,42
TraesCS6A03G1009200,6,23,28,7,3,0,7,8,12,25,23,83
TraesCS6A03G1009600,7,23,10,9,3,19,7,4,6,5,13,68
TraesCS6A03G1010400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A03G1010900,16,10,65,1,14,104,91,185,37,24,59,98
TraesCS6A03G1011600,0,3,0,1,3,0,10,18,0,0,0,10
TraesCS6A03G1011800,0,0,0,0,1,0,2,2,1,0,1,0
TraesCS6A03G1014200,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6A03G1027200,32,42,60,30,37,71,100,143,46,75,89,136
TraesCS6A03G1027600,15,19,26,12,23,14,41,80,22,29,25,47
TraesCS6A03G1028200,13,5,1,2,8,19,31,43,3,6,4,25
TraesCS6A03G1028300,170,206,206,90,153,349,121,260,139,204,161,305
TraesCS6A03G1028500,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6A03G1032500,11,28,21,10,6,6,272,371,12,14,17,150
TraesCS6A03G1032700,29,93,94,37,91,227,4,1,33,142,26,29
TraesCS6A03G1033100,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A03G1033200,0,0,0,0,0,0,13,16,0,0,0,31
TraesCS6A03G1033700,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS6A03G1034600,10,45,62,32,83,178,4,2,19,70,15,4
TraesCS6A03G1034700,31,66,101,14,120,299,316,298,57,58,86,301
TraesCS6A03G1035500,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS6A03G1035800,0,0,0,0,0,0,7,0,0,0,0,0
TraesCS6A03G1035900,3,0,2,0,6,6,152,263,1,4,1,61
TraesCS6A03G1037000,3,3,26,2,8,16,78,104,15,8,12,29
TraesCS6B03G0010300,0,0,0,0,0,0,2,0,0,0,1,0
TraesCS6B03G0018500,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS6B03G0019200,4,0,0,0,0,1,141,226,0,2,8,151
TraesCS6B03G0019300,0,0,0,0,0,0,3,3,0,0,3,0
TraesCS6B03G0019400,48,13,11,0,12,19,896,1652,25,44,56,538
TraesCS6B03G0019500,27,6,4,1,12,8,392,647,12,41,29,206
TraesCS6B03G0029000,0,0,0,0,0,0,6,0,0,0,0,0
TraesCS6B03G0029100,48,88,148,34,44,61,334,670,75,107,120,311
TraesCS6B03G0036400,0,0,0,0,0,0,2,0,0,0,0,4
TraesCS6B03G0037200,17,34,26,11,25,11,44,43,11,26,26,108
TraesCS6B03G0037400,2,0,5,1,1,0,165,366,0,1,1,95
TraesCS6B03G0039400,0,0,0,0,0,2,154,246,0,0,0,3
TraesCS6B03G0048700,17,60,74,90,90,251,5,7,39,339,84,135
TraesCS6B03G0049400,8,4,7,1,2,0,10,9,1,2,6,3
TraesCS6B03G0049500,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS6B03G0069400,116,176,159,32,27,123,79,220,104,144,181,370
TraesCS6B03G0079000,431,116,549,223,209,155,475,1245,224,568,789,1052
TraesCS6B03G0079300,28,55,65,15,31,71,56,55,21,47,36,96
TraesCS6B03G0079600,22,17,30,6,12,14,152,341,12,15,21,24
TraesCS6B03G0079900,108,145,137,50,83,152,142,317,69,111,126,189
TraesCS6B03G0080800,25,21,36,8,16,31,68,176,21,31,46,50
TraesCS6B03G0081300,27,14,43,13,26,59,52,70,25,48,47,34
TraesCS6B03G0081700,61,63,100,25,40,111,22,76,60,98,88,79
TraesCS6B03G0081900,53,25,68,18,30,79,148,291,33,34,52,127
TraesCS6B03G0082100,17,72,28,14,19,32,18,27,22,55,22,90
TraesCS6B03G0082200,8,13,12,5,5,15,9,19,6,11,13,19
TraesCS6B03G0089700,3,2,3,1,0,0,39,93,0,1,5,44
TraesCS6B03G0090700,17,28,19,5,19,62,15,65,18,18,33,22
TraesCS6B03G0098500,67,75,171,45,4,43,7,8,113,116,222,157
TraesCS6B03G0098600,179,231,353,203,134,278,242,564,239,270,306,491
TraesCS6B03G0101400,0,0,3,0,0,0,1,0,1,0,4,0
TraesCS6B03G0143100,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS6B03G0151700,0,0,0,0,0,0,8,3,0,0,1,0
TraesCS6B03G0162300,169,254,299,86,84,257,475,886,160,187,277,401
TraesCS6B03G0162500,18,9,53,12,15,64,46,131,36,30,63,57
TraesCS6B03G0163000,4,0,2,0,0,0,57,215,3,0,4,39
TraesCS6B03G0163600,27,57,78,15,34,15,235,310,41,72,43,132
TraesCS6B03G0164000,27,37,179,26,22,50,35,48,60,32,185,55
TraesCS6B03G0164400,31,36,42,9,25,65,81,181,32,23,50,72
TraesCS6B03G0164600,0,0,0,0,0,0,0,8,0,0,0,1
TraesCS6B03G0165100,72,117,193,58,64,180,171,306,86,75,160,267
TraesCS6B03G0165900,0,0,0,0,0,0,4,10,0,0,0,4
TraesCS6B03G0166100,6,1,3,7,14,8,99,227,0,8,3,49
TraesCS6B03G0171200,0,0,0,0,0,0,3,3,0,0,0,0
TraesCS6B03G0177100,0,0,0,0,0,0,1,5,0,0,1,1
TraesCS6B03G0179100,105,141,118,42,48,114,291,738,75,232,150,399
TraesCS6B03G0217500,0,0,9,1,0,0,3,2,2,0,10,1
TraesCS6B03G0236300,379,760,515,396,660,803,55,175,221,1109,386,577
TraesCS6B03G0236500,225,453,223,377,603,666,25,71,77,487,144,453
TraesCS6B03G0260700,73,83,296,31,28,44,139,177,239,81,240,223
TraesCS6B03G0278500,12,17,114,59,0,4,6,8,117,0,142,499
TraesCS6B03G0287000,17,15,11,6,28,41,29,26,11,18,10,14
TraesCS6B03G0289000,296,354,476,79,196,327,494,721,292,281,398,510
TraesCS6B03G0334500,24,15,54,14,14,8,148,147,31,45,53,53
TraesCS6B03G0359300,91,125,279,51,62,171,256,484,148,97,227,288
TraesCS6B03G0362500,0,0,0,0,0,0,7,0,0,0,0,0
TraesCS6B03G0372100,369,808,2449,432,351,1095,69,119,1034,501,1709,1409
TraesCS6B03G0382900,255,386,641,154,165,317,579,833,414,291,442,613
TraesCS6B03G0385400,39,77,207,34,19,41,11,29,105,58,160,71
TraesCS6B03G0392200,36,38,33,11,21,28,199,340,17,46,30,59
TraesCS6B03G0409000,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6B03G0558700,344,563,654,221,174,478,134,308,440,591,693,653
TraesCS6B03G0909900,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G0910000,146,111,362,16,47,230,0,1,208,21,370,60
TraesCS6B03G0963800,4,0,11,0,0,0,8,7,4,0,4,3
TraesCS6B03G0978100,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS6B03G1093900,0,2,2,1,0,0,0,0,4,0,1,1
TraesCS6B03G1100100,115,157,76,39,55,88,641,1140,91,142,113,469
TraesCS6B03G1100200,1,3,3,1,1,0,18,25,1,3,1,11
TraesCS6B03G1100300,0,0,2,0,0,0,3,8,0,0,0,0
TraesCS6B03G1178400,5,1,1,0,1,3,422,762,1,3,0,217
TraesCS6B03G1196600,2,6,2,0,5,0,22,12,1,49,3,2
TraesCS6B03G1197200,7,10,3,1,9,9,204,235,5,11,9,38
TraesCS6B03G1198400,196,97,416,40,322,512,6,2,162,73,323,210
TraesCS6B03G1225700,0,0,0,0,0,0,3,3,0,0,0,0
TraesCS6B03G1225900,0,0,0,0,0,0,2,1,0,0,0,2
TraesCS6B03G1228700,0,0,1,0,0,0,0,0,1,0,0,0
TraesCS6B03G1229200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1230400,15,12,42,6,9,2,12,51,17,48,43,31
TraesCS6B03G1230800,11,8,46,4,9,29,48,103,12,27,35,47
TraesCS6B03G1232700,6,4,74,18,0,7,0,0,142,2,44,21
TraesCS6B03G1232900,13,16,10,13,11,19,28,40,14,25,12,35
TraesCS6B03G1235000,2,0,0,0,0,0,1,0,0,0,1,0
TraesCS6B03G1236100,16,11,8,3,3,0,1,3,3,11,10,22
TraesCS6B03G1240100,0,0,2,4,1,13,0,2,1,7,4,12
TraesCS6B03G1240200,7,0,14,3,9,4,8,27,4,5,12,22
TraesCS6B03G1240300,0,0,0,0,0,0,6,2,0,0,0,3
TraesCS6B03G1241100,13,21,51,10,27,26,19,71,17,20,33,67
TraesCS6B03G1241700,336,199,379,105,217,491,971,2194,285,334,493,718
TraesCS6B03G1243900,2,26,3,4,0,5,0,1,3,7,0,24
TraesCS6B03G1244200,60,96,62,14,44,37,89,148,44,50,141,209
TraesCS6B03G1244400,1,1,12,0,0,0,0,0,23,2,33,23
TraesCS6B03G1244500,0,1,1,0,0,0,5,3,0,1,2,0
TraesCS6B03G1244600,0,0,0,0,0,0,1,0,0,0,0,2
TraesCS6B03G1245500,64,79,138,57,46,141,190,449,60,82,108,230
TraesCS6B03G1245600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1245900,0,0,0,0,0,0,0,3,0,0,0,0
TraesCS6B03G1246000,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1246300,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6B03G1246500,0,0,2,0,0,0,5,1,1,0,0,0
TraesCS6B03G1249200,46,72,106,52,3,37,0,0,100,140,153,303
TraesCS6B03G1249300,0,0,0,1,0,0,2,0,0,0,0,0
TraesCS6B03G1260900,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1267300,55,59,139,26,31,70,118,240,80,70,119,111
TraesCS6B03G1268200,0,0,0,0,0,0,26,36,0,1,1,10
TraesCS6B03G1268500,4,2,9,1,0,0,25,62,3,0,6,10
TraesCS6B03G1268600,0,0,0,0,0,0,3,1,0,0,0,0
TraesCS6B03G1268800,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1269600,0,0,0,0,0,0,3,0,1,0,0,0
TraesCS6B03G1269800,0,0,0,0,0,0,0,3,0,0,0,0
TraesCS6B03G1270000,0,0,0,0,0,0,0,1,0,0,0,1
TraesCS6B03G1270400,19,23,38,15,2,5,2,1,23,42,72,49
TraesCS6B03G1270900,21,35,40,23,30,39,43,128,17,50,29,38
TraesCS6B03G1271500,4,2,1,2,0,0,3,2,0,4,1,4
TraesCS6B03G1272000,0,0,1,3,0,6,1,0,0,1,2,4
TraesCS6B03G1272900,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS6B03G1273000,1,0,4,0,0,0,1,1,5,0,1,0
TraesCS6B03G1276500,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1277200,0,0,0,0,1,0,4,1,0,0,0,4
TraesCS6B03G1277400,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS6B03G1280700,37,91,51,54,45,138,103,218,19,82,71,162
TraesCS6B03G1280800,172,116,394,61,179,248,22,7,196,138,288,239
TraesCS6B03G1281100,52,86,87,50,41,39,2,4,72,120,104,72
TraesCS6B03G1281200,36,31,85,27,42,20,0,1,37,68,80,45
TraesCS6B03G1281400,0,0,0,0,0,0,5,9,0,0,0,0
TraesCS6B03G1281700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B03G1282400,0,0,0,0,0,0,4,2,0,0,0,3
TraesCS6B03G1282500,0,0,0,0,0,0,28,14,0,0,0,2
TraesCS6B03G1282600,589,1211,1553,697,527,1021,56,70,656,1186,1086,1224
TraesCS6B03G1282700,5,12,7,3,20,10,141,125,4,6,7,96
TraesCS6B03G1283600,0,0,0,0,0,0,9,15,0,0,0,9
TraesCS6B03G1284200,52,113,114,104,73,149,381,319,45,121,87,506
TraesCS6B03G1284300,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6B03G1285800,216,272,333,102,195,354,560,768,153,355,283,394
TraesCS6B03G1300000,0,0,0,0,0,0,6,0,0,0,0,0
TraesCS6B03G1300100,0,0,1,0,2,0,5,0,0,1,0,0
TraesCS6B03G1300200,0,0,0,0,0,0,3,0,0,2,0,0
TraesCS6B03G1301400,8,21,15,5,10,0,5,15,7,18,10,19
TraesCS6B03G1302200,1,0,0,0,0,0,1,3,0,0,0,1
TraesCS6B03G1304100,15,5,8,1,0,0,4,2,2,10,5,3
TraesCS6D03G0012600,22,9,58,0,18,4,972,1690,33,111,203,655
TraesCS6D03G0020600,69,254,80,43,110,78,132,190,69,236,134,319
TraesCS6D03G0026700,0,0,0,1,1,0,42,79,0,2,0,22
TraesCS6D03G0026800,382,373,700,252,241,503,741,1540,398,519,605,1423
TraesCS6D03G0027300,143,190,323,44,71,164,218,440,170,131,214,291
TraesCS6D03G0027400,3,23,5,3,8,22,21,17,9,8,3,44
TraesCS6D03G0027500,43,37,572,336,792,1677,7,11,106,361,164,313
TraesCS6D03G0037600,7,33,14,31,28,196,4,0,17,90,18,44
TraesCS6D03G0037700,17,29,13,3,18,54,91,174,13,36,21,73
TraesCS6D03G0055200,192,195,288,127,209,195,449,609,157,266,251,566
TraesCS6D03G0055300,77,37,163,69,49,19,396,830,92,174,257,1038
TraesCS6D03G0055600,30,25,38,5,28,10,107,192,14,26,31,72
TraesCS6D03G0055700,1,0,0,0,0,0,93,194,0,0,1,3
TraesCS6D03G0056300,18,34,30,8,1,27,9,13,18,39,26,46
TraesCS6D03G0056400,18,17,53,8,8,36,19,45,14,10,27,26
TraesCS6D03G0070000,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6D03G0072900,0,0,0,0,0,0,0,0,0,0,0,2
TraesCS6D03G0098400,2,2,21,3,1,0,107,231,2,2,14,61
TraesCS6D03G0109200,23,14,48,3,32,26,46,74,51,75,50,54
TraesCS6D03G0125000,32,40,40,11,23,92,130,399,21,145,52,263
TraesCS6D03G0138600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D03G0152900,11,20,40,8,11,55,105,131,34,11,37,103
TraesCS6D03G0160200,106,83,786,185,38,47,33,59,554,93,604,666
TraesCS6D03G0190000,3,1,11,13,6,0,3,0,7,2,11,29
TraesCS6D03G0216400,0,0,0,0,0,0,6,5,0,0,0,0
TraesCS6D03G0226300,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS6D03G0238200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D03G0238500,26,62,337,86,48,133,4,0,119,28,230,158
TraesCS6D03G0238600,70,226,410,100,121,228,104,138,170,134,313,217
TraesCS6D03G0257200,83,140,115,53,69,150,206,442,44,162,106,170
TraesCS6D03G0375700,290,338,662,144,96,203,142,297,433,407,536,522
TraesCS6D03G0509700,1,0,0,0,0,0,2,0,0,0,0,0
TraesCS6D03G0648500,17,7,65,6,45,127,0,1,33,14,72,17
TraesCS6D03G0648600,26,25,201,13,30,163,1,0,59,17,191,25
TraesCS6D03G0696700,0,0,1,0,0,0,1,1,0,0,0,0
TraesCS6D03G0741600,58,112,169,72,26,120,214,374,108,94,147,289
TraesCS6D03G0786200,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS6D03G0843500,1,1,0,0,81,7,501,1212,0,1,0,371
TraesCS6D03G0852500,2,5,0,0,0,0,0,0,1,0,0,0
TraesCS6D03G0852600,0,0,1,0,1,6,3,1,0,4,0,0
TraesCS6D03G0858200,0,0,0,1,0,0,7,12,0,0,0,0
TraesCS6D03G0858500,4,23,13,20,10,8,3,4,15,67,29,53
TraesCS6D03G0858600,0,0,0,0,1,0,173,354,0,0,0,68
TraesCS6D03G0858900,0,0,0,0,0,0,12,15,0,0,0,5
TraesCS6D03G0870100,0,1,7,1,0,0,3,1,2,0,5,13
TraesCS6D03G0883100,47,115,335,7,12,89,2,0,216,32,226,53
TraesCS6D03G0884400,6,2,14,0,1,0,16,21,9,14,8,47
TraesCS6D03G0887400,11,8,7,60,11,20,8,2,6,70,18,107
TraesCS6D03G0888200,0,6,4,0,13,61,298,775,3,4,2,121
TraesCS6D03G0888800,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS6D03G0890000,3,1,7,3,0,0,98,175,2,0,1,15
TraesCS6D03G0890400,2,0,0,0,0,0,0,5,0,0,0,0
TraesCS6D03G0893000,0,0,1,0,0,0,0,0,1,1,3,12
TraesCS6D03G0893100,0,0,0,0,0,0,35,9,1,0,0,10
TraesCS6D03G0900700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D03G0904400,17,3,29,1,4,15,15,23,6,14,51,37
TraesCS6D03G0904600,15,10,24,6,8,9,25,48,12,12,16,20
TraesCS6D03G0904900,9,16,14,1,4,13,4,5,7,15,12,34
TraesCS6D03G0905000,79,64,101,24,54,81,77,170,84,81,88,115
TraesCS6D03G0905300,0,0,1,0,0,0,4,1,0,0,1,0
TraesCS6D03G0908400,36,4,139,29,3,3,6,3,51,74,295,1002
TraesCS6D03G0908800,91,70,126,93,54,25,1391,3566,75,515,277,3446
TraesCS6D03G0909400,313,2044,1313,468,26,625,5,3,789,2551,784,2304
TraesCS6D03G0913200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D03G0913300,0,0,0,0,0,0,8,0,0,0,0,0
TraesCS6D03G0913400,0,0,0,0,0,0,0,0,0,2,0,0
TraesCS6D03G0913700,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS6D03G0913900,316,341,658,205,150,409,704,1161,384,338,558,876
TraesCS6D03G0914100,829,789,1162,407,628,767,1243,2155,635,1193,991,1506
TraesCS6D03G0914700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D03G0914800,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS6D03G0914900,8,3,15,1,0,0,1,1,9,16,11,22
TraesCS6D03G0915000,141,41,31,63,80,40,911,1759,53,261,116,702
TraesCS6D03G0915100,13,15,33,16,15,47,362,597,15,28,33,293
TraesCS6D03G0916300,12,15,40,11,16,54,90,141,17,27,19,58
TraesCS6D03G0917000,66,61,165,36,62,50,103,157,70,60,132,109
TraesCS6D03G0925800,0,0,0,0,0,0,0,3,0,0,0,0
TraesCS6D03G0926300,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS6D03G0926600,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS6D03G0929400,33,103,56,6,15,30,26,56,27,61,47,91
TraesCS6D03G0932000,354,249,631,53,97,235,29,58,462,317,683,341
TraesCS7A03G0003000,5,7,13,4,2,0,19,17,6,8,9,41
TraesCS7A03G0003300,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G0003400,21,54,17,21,62,167,41,23,17,39,26,93
TraesCS7A03G0005700,69,77,117,130,95,66,0,3,48,162,88,123
TraesCS7A03G0008900,0,0,0,0,6,26,4,10,0,0,0,0
TraesCS7A03G0009500,9,14,13,1,3,7,5,5,8,11,12,12
TraesCS7A03G0009800,0,0,0,0,0,0,1,2,2,0,0,0
TraesCS7A03G0010100,1,0,0,0,0,0,1,2,0,0,1,0
TraesCS7A03G0010200,0,0,1,0,1,0,4,6,1,5,0,5
TraesCS7A03G0010800,17,22,13,17,3,11,24,25,6,17,17,31
TraesCS7A03G0011100,399,597,327,618,730,583,149,85,69,810,160,1623
TraesCS7A03G0011200,162,209,119,13,33,106,567,852,94,94,138,281
TraesCS7A03G0011300,175,298,115,169,211,215,1002,2202,60,292,194,700
TraesCS7A03G0012000,21,10,92,42,19,7,3,2,20,32,73,53
TraesCS7A03G0012300,1,0,3,2,0,8,8,6,2,3,3,2
TraesCS7A03G0012500,2,5,8,0,1,0,29,54,1,4,6,21
TraesCS7A03G0013200,7,6,13,1,4,18,57,57,7,46,20,25
TraesCS7A03G0013300,8,10,22,0,10,14,36,41,15,18,17,15
TraesCS7A03G0014200,162,132,274,159,280,361,16,9,74,215,208,340
TraesCS7A03G0014400,0,0,0,0,0,0,4,0,0,0,1,0
TraesCS7A03G0014700,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7A03G0014900,122,160,365,127,99,72,2,0,210,250,342,255
TraesCS7A03G0015100,143,495,364,266,357,513,0,1,129,889,407,472
TraesCS7A03G0015400,139,232,222,139,116,204,151,356,102,152,262,564
TraesCS7A03G0015600,469,649,919,202,262,717,719,1625,402,599,834,787
TraesCS7A03G0016100,0,0,0,0,0,0,0,2,0,0,0,0
TraesCS7A03G0016200,2,1,0,0,0,0,84,115,3,0,0,46
TraesCS7A03G0016500,46,25,53,36,58,155,103,228,42,9,54,171
TraesCS7A03G0016700,1,0,2,0,0,0,205,188,2,2,7,272
TraesCS7A03G0017300,153,113,271,67,177,217,442,909,133,213,185,451
TraesCS7A03G0026500,0,0,1,0,0,0,1,1,1,0,3,0
TraesCS7A03G0029100,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS7A03G0029200,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G0034000,12,9,35,12,4,29,222,342,20,20,26,97
TraesCS7A03G0034300,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G0035300,7,6,17,3,8,13,86,164,23,11,23,52
TraesCS7A03G0043200,32,235,181,168,87,95,2,0,100,365,131,223
TraesCS7A03G0043400,0,0,0,0,0,1,2,0,0,0,0,0
TraesCS7A03G0043800,155,162,322,271,243,335,34,137,78,423,152,471
TraesCS7A03G0044400,1391,2194,1864,718,587,1013,131,484,1204,2220,1780,2327
TraesCS7A03G0044500,503,837,669,215,216,277,44,142,432,1045,689,819
TraesCS7A03G0045900,0,0,0,0,0,0,2,2,0,0,0,0
TraesCS7A03G0046000,12,20,40,5,1,9,5,19,20,47,22,43
TraesCS7A03G0046100,11,27,47,18,6,2,6,33,17,70,26,66
TraesCS7A03G0047100,2,0,6,28,14,9,171,284,1,16,7,36
TraesCS7A03G0057100,67,113,227,78,72,119,140,248,107,116,194,286
TraesCS7A03G0057200,439,771,907,338,337,671,254,570,461,891,717,1210
TraesCS7A03G0066200,19,22,28,5,12,60,117,247,19,15,27,117
TraesCS7A03G0067200,1,0,1,0,0,0,30,60,0,3,1,6
TraesCS7A03G0067300,1,0,0,1,0,0,29,32,0,4,0,54
TraesCS7A03G0072800,133,281,390,146,81,93,3,2,234,498,333,255
TraesCS7A03G0073000,0,0,0,1,0,11,11,17,0,3,2,55
TraesCS7A03G0073100,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS7A03G0084100,2,0,1,0,1,0,194,344,2,0,2,93
TraesCS7A03G0084200,36,31,34,32,57,41,100,107,17,125,37,124
TraesCS7A03G0084400,15,35,27,26,61,28,212,233,10,93,34,150
TraesCS7A03G0084700,20,0,14,1,1,0,105,115,13,12,23,135
TraesCS7A03G0084900,106,152,325,39,97,164,1,7,160,212,264,103
TraesCS7A03G0085300,0,1,3,0,2,0,69,56,4,19,2,40
TraesCS7A03G0085400,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7A03G0086400,2,1,1,0,2,0,235,482,2,2,3,4
TraesCS7A03G0086900,2,14,14,1,7,1,43,54,7,10,13,66
TraesCS7A03G0087000,293,537,1221,89,548,2087,2,0,807,1542,402,1278
TraesCS7A03G0088400,0,0,0,0,0,0,13,0,0,0,0,0
TraesCS7A03G0091600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G0094000,0,0,0,1,0,0,0,1,0,0,0,0
TraesCS7A03G0097600,0,0,0,0,0,0,6,5,0,1,0,16
TraesCS7A03G0098300,0,0,0,1,1,0,1,0,0,0,0,2
TraesCS7A03G0100500,17,7,9,13,14,3,63,55,8,17,15,49
TraesCS7A03G0100600,0,0,0,0,0,0,0,0,0,0,1,0
TraesCS7A03G0100700,71,23,85,15,18,20,505,1008,69,46,58,506
TraesCS7A03G0100800,0,0,1,0,0,0,0,1,0,0,3,3
TraesCS7A03G0101100,177,105,223,47,59,132,898,1483,114,117,161,578
TraesCS7A03G0101200,0,0,0,0,3,0,46,100,0,0,0,113
TraesCS7A03G0101300,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS7A03G0101900,0,0,0,0,0,10,2,15,0,0,0,5
TraesCS7A03G0102000,83,113,190,73,88,194,132,244,125,123,188,276
TraesCS7A03G0102100,0,0,0,0,0,0,0,3,0,0,0,0
TraesCS7A03G0102400,2,2,4,3,20,14,127,151,10,4,8,73
TraesCS7A03G0102500,7,8,7,8,28,8,223,338,4,14,12,137
TraesCS7A03G0102600,13,18,71,13,17,65,60,65,38,40,46,80
TraesCS7A03G0102700,933,1797,2844,1022,864,993,122,170,1567,2693,2043,2543
TraesCS7A03G0103000,21,1,94,3,9,5,1,0,36,30,94,75
TraesCS7A03G0103200,63,193,96,32,66,62,8,5,37,241,93,250
TraesCS7A03G0103300,29,3,21,2,12,0,324,639,16,5,31,156
TraesCS7A03G0103500,11,9,50,5,6,18,207,356,28,20,16,122
TraesCS7A03G0104500,0,3,2,2,0,6,6,10,6,7,6,2
TraesCS7A03G0137200,0,2,0,0,0,0,1,0,2,26,0,0
TraesCS7A03G0145300,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G0156800,458,631,887,437,331,375,131,238,440,687,739,973
TraesCS7A03G0157500,12,84,48,19,7,27,1,5,16,98,42,87
TraesCS7A03G0159400,0,0,0,0,0,0,2,3,0,0,0,12
TraesCS7A03G0160000,0,3,3,0,1,0,9,6,1,0,0,0
